loan_id,age,annual_income,loan_amount,loan_term_months,loan_purpose,credit_score,employment_years,debt_to_income_ratio,num_open_accounts,delinquencies_2yr,risk_rating,probability_of_default,loss_given_default,expected_loss,var_95,var_99,defaulted
LN03516,70,35841.69,13822.1,48,Debt Consolidation,731,4.7,0.386,7,0,AA,0.0264,0.45,164.05,1105.77,2073.32,0
LN03517,66,297538.88,807906.42,12,Personal,638,8.6,2.715,11,0,BB,0.1097,0.45,39879.68,64632.51,121185.96,0
LN03518,67,32653.01,55816.43,48,Debt Consolidation,844,0.2,1.709,5,0,AA,0.0689,0.45,1729.94,4465.31,8372.46,0
LN03519,43,89437.92,109124.89,12,Auto,817,6.4,1.22,10,0,AAA,0.0275,0.45,1348.85,8729.99,16368.73,0
LN03520,35,41256.04,65636.37,24,Auto,784,6.3,1.591,2,0,AA,0.0289,0.45,854.72,5250.91,9845.46,0
LN03521,72,80326.45,125219.02,12,Personal,527,4.0,1.559,2,0,CCC,0.2036,0.45,11472.47,10017.52,18782.85,1
LN03522,60,91300.53,46466.88,24,Home,756,4.3,0.509,8,0,AAA,0.0257,0.45,536.85,3717.35,6970.03,0
LN03523,65,66209.43,47376.68,36,Auto,686,25.0,0.716,9,0,A,0.0456,0.45,971.49,3790.13,7106.5,1
LN03524,71,78661.51,134758.0,72,Home,694,7.0,1.713,11,2,BBB,0.1244,0.45,7546.51,10780.64,20213.7,0
LN03525,73,106312.81,255744.79,60,Debt Consolidation,764,5.4,2.406,9,0,A,0.0249,0.45,2863.02,20459.58,38361.72,0
LN03526,60,76287.44,168583.84,48,Personal,813,6.9,2.21,7,0,A,0.0258,0.45,1960.8,13486.71,25287.58,0
LN03527,43,79991.81,144199.48,24,Debt Consolidation,692,2.7,1.803,8,0,A,0.0427,0.45,2769.78,11535.96,21629.92,0
LN03528,57,120986.76,136352.53,36,Debt Consolidation,702,7.1,1.127,6,0,A,0.0284,0.45,1744.59,10908.2,20452.88,0
LN03529,62,32174.15,62159.69,36,Home,740,2.4,1.932,11,0,AA,0.0247,0.45,691.54,4972.78,9323.95,0
LN03530,71,70059.87,172632.22,72,Personal,743,1.9,2.464,9,0,A,0.0284,0.45,2208.53,13810.58,25894.83,0
LN03531,50,29920.77,17740.57,60,Auto,717,0.8,0.593,5,0,A,0.0672,0.45,536.63,1419.25,2661.09,0
LN03532,43,38500.85,46573.35,72,Education,530,7.1,1.21,3,2,CCC,0.2863,0.45,5999.8,3725.87,6986.0,0
LN03533,26,13284.15,34595.91,60,Auto,650,19.0,2.604,9,0,BBB,0.107,0.45,1665.27,2767.67,5189.39,0
LN03534,29,43804.13,45956.7,60,Home,804,1.0,1.049,5,0,AAA,0.02,0.45,413.98,3676.54,6893.5,0
LN03535,62,57219.38,154186.52,60,Business,776,13.4,2.695,4,2,BBB,0.1366,0.45,9480.83,12334.92,23127.98,0
LN03536,49,82574.73,46912.82,24,Auto,701,5.2,0.568,4,0,A,0.029,0.45,612.94,3753.03,7036.92,0
LN03537,68,59928.46,144751.81,12,Education,810,1.2,2.415,8,0,A,0.0275,0.45,1794.39,11580.14,21712.77,0
LN03538,30,48224.61,98676.85,60,Business,692,20.4,2.046,11,0,A,0.0476,0.45,2112.9,7894.15,14801.53,0
LN03539,62,60138.63,88368.68,12,Home,835,7.4,1.469,2,2,BBB,0.1062,0.45,4222.27,7069.49,13255.3,0
LN03540,65,168673.47,263027.58,36,Debt Consolidation,823,15.3,1.559,2,1,A,0.0528,0.45,6246.66,21042.21,39454.14,0
LN03541,21,90987.19,85145.1,60,Education,702,8.3,0.936,7,0,A,0.0276,0.45,1058.65,6811.61,12771.77,0
LN03542,39,84958.5,166937.26,48,Home,754,1.4,1.965,4,2,BBB,0.1023,0.45,7684.85,13354.98,25040.59,1
LN03543,48,129909.67,111794.42,60,Auto,645,4.6,0.861,10,0,BBB,0.0751,0.45,3776.42,8943.55,16769.16,0
LN03544,24,81181.96,139731.57,36,Debt Consolidation,733,8.8,1.721,7,0,AA,0.0296,0.45,1859.92,11178.53,20959.74,0
LN03545,28,41672.36,87989.72,48,Business,816,11.1,2.111,5,0,A,0.0263,0.45,1041.09,7039.18,13198.46,0
LN03546,29,62277.81,136304.21,60,Debt Consolidation,553,3.2,2.189,2,0,B,0.2048,0.45,12559.2,10904.34,20445.63,1
LN03547,62,103506.43,278903.83,60,Personal,666,14.9,2.695,10,0,BBB,0.0753,0.45,9455.49,22312.31,41835.57,0
LN03548,53,65085.37,170577.0,36,Business,538,0.5,2.621,2,1,CCC,0.3024,0.45,23215.28,13646.16,25586.55,0
LN03549,25,22013.97,13219.82,48,Education,757,7.7,0.601,5,0,AAA,0.0285,0.45,169.59,1057.59,1982.97,0
LN03550,70,47769.43,18427.86,12,Personal,704,7.1,0.386,2,0,A,0.0213,0.45,176.89,1474.23,2764.18,0
LN03551,27,136604.2,236642.88,72,Education,792,4.7,1.732,5,0,AA,0.0296,0.45,3151.73,18931.43,35496.43,0
LN03552,58,275628.89,673553.78,72,Debt Consolidation,632,31.4,2.444,4,0,BB,0.0756,0.45,22917.06,53884.3,101033.07,0
LN03553,29,65329.08,167613.98,48,Education,624,4.5,2.566,8,0,BB,0.1023,0.45,7713.96,13409.12,25142.1,0
LN03554,38,58706.67,92076.67,48,Education,693,0.4,1.568,3,0,A,0.0845,0.45,3502.72,7366.13,13811.5,0
LN03555,64,163102.81,213053.37,72,Debt Consolidation,768,2.6,1.306,8,0,AAA,0.028,0.45,2680.8,17044.27,31958.01,0
LN03556,52,80142.43,80816.26,72,Education,731,2.4,1.008,10,0,AA,0.0235,0.45,854.69,6465.3,12122.44,0
LN03557,63,116554.6,109264.05,60,Personal,709,0.5,0.937,7,0,A,0.0644,0.45,3167.5,8741.12,16389.61,0
LN03558,63,77210.6,164168.39,36,Personal,766,3.6,2.126,7,0,A,0.0248,0.45,1833.9,13133.47,24625.26,0
LN03559,42,79427.55,54531.94,36,Education,692,9.8,0.687,4,0,A,0.0406,0.45,997.42,4362.56,8179.79,1
LN03560,67,57098.17,110607.69,72,Education,689,3.1,1.937,11,0,A,0.0468,0.45,2329.81,8848.62,16591.15,0
LN03561,21,136223.44,103744.78,72,Auto,694,5.5,0.762,2,0,A,0.0406,0.45,1893.57,8299.58,15561.72,0
LN03562,70,66083.53,36699.02,24,Home,701,17.4,0.555,11,0,A,0.026,0.45,429.52,2935.92,5504.85,0
LN03563,56,59756.5,50606.66,24,Home,688,8.6,0.847,4,0,A,0.0417,0.45,948.86,4048.53,7591.0,0
LN03564,56,76990.34,52234.0,24,Home,698,8.0,0.678,11,0,A,0.0429,0.45,1008.9,4178.72,7835.1,0
LN03565,22,268339.92,168638.01,24,Home,699,10.6,0.628,7,0,A,0.0462,0.45,3509.2,13491.04,25295.7,0
LN03566,44,65492.19,160604.1,48,Debt Consolidation,699,10.9,2.452,10,0,A,0.0448,0.45,3241.24,12848.33,24090.62,0
LN03567,34,132121.9,117253.13,48,Business,756,4.1,0.887,2,0,AAA,0.0232,0.45,1223.43,9380.25,17587.97,0
LN03568,31,74684.61,62721.01,60,Education,676,6.8,0.84,2,0,BBB,0.0411,0.45,1160.82,5017.68,9408.15,0
LN03569,65,170725.24,359251.25,72,Auto,710,17.3,2.104,4,2,BBB,0.1074,0.45,17361.21,28740.1,53887.69,0
LN03570,23,53697.74,66541.33,12,Debt Consolidation,569,6.8,1.239,6,0,B,0.2098,0.45,6283.36,5323.31,9981.2,0
LN03571,32,47032.81,54450.39,72,Auto,707,6.3,1.158,9,2,BBB,0.1056,0.45,2588.07,4356.03,8167.56,0
LN03572,64,146313.72,284885.85,24,Business,706,4.5,1.947,3,0,A,0.0238,0.45,3054.54,22790.87,42732.88,0
LN03573,55,49903.73,125734.17,48,Education,639,3.0,2.52,11,1,BB,0.134,0.45,7584.26,10058.73,18860.13,0
LN03574,69,99795.88,244135.49,48,Auto,741,11.5,2.446,5,2,BBB,0.103,0.45,11312.89,19530.84,36620.32,0
LN03575,45,22999.82,40738.27,72,Debt Consolidation,687,5.7,1.771,8,0,A,0.0453,0.45,830.85,3259.06,6110.74,0
LN03576,42,59154.31,44395.61,36,Business,711,4.4,0.751,3,0,A,0.022,0.45,439.15,3551.65,6659.34,0
LN03577,67,144749.16,394106.91,60,Business,735,8.1,2.723,4,2,BBB,0.139,0.45,24653.69,31528.55,59116.04,1
LN03578,49,57518.99,24396.07,24,Personal,725,15.9,0.424,2,0,AA,0.0203,0.45,222.52,1951.69,3659.41,0
LN03579,24,109620.0,169873.64,24,Home,840,0.0,1.55,6,2,BBB,0.1442,0.45,11025.3,13589.89,25481.05,0
LN03580,54,146643.32,289714.29,36,Auto,703,3.0,1.976,2,0,A,0.024,0.45,3130.7,23177.14,43457.14,0
LN03581,74,40599.44,16245.74,72,Education,670,3.2,0.4,10,2,BBB,0.1261,0.45,921.82,1299.66,2436.86,0
LN03582,26,104018.07,85531.58,60,Auto,808,5.4,0.822,7,0,AAA,0.0229,0.45,879.62,6842.53,12829.74,0
LN03583,56,166918.2,441592.27,72,Auto,772,19.5,2.646,7,2,BBB,0.1333,0.45,26498.27,35327.38,66238.84,0
LN03584,46,126149.96,83611.38,48,Auto,733,17.5,0.663,2,0,AA,0.0279,0.45,1049.9,6688.91,12541.71,0
LN03585,33,118279.09,322157.69,72,Personal,667,9.0,2.724,8,0,BBB,0.0793,0.45,11491.29,25772.62,48323.65,0
LN03586,62,78010.37,117622.52,24,Auto,702,26.3,1.508,3,0,A,0.0261,0.45,1382.27,9409.8,17643.38,0
LN03587,42,35510.98,89220.59,48,Home,614,3.4,2.512,6,0,BB,0.1554,0.45,6238.69,7137.65,13383.09,0
LN03588,46,98689.37,165279.26,72,Auto,633,9.9,1.675,9,0,BB,0.0721,0.45,5364.71,13222.34,24791.89,0
LN03589,54,55035.61,26254.44,12,Education,718,1.8,0.477,9,0,A,0.0223,0.45,263.33,2100.36,3938.17,0
LN03590,30,87950.28,231858.69,36,Auto,708,3.0,2.636,4,0,BBB,0.0536,0.45,5592.31,18548.7,34778.8,0
LN03591,60,117368.62,248735.09,36,Personal,707,3.9,2.119,9,0,A,0.0216,0.45,2422.5,19898.81,37310.26,0
LN03592,29,31396.69,14295.57,36,Home,721,2.3,0.455,2,2,BBB,0.1043,0.45,671.1,1143.65,2144.34,0
LN03593,41,80964.91,35948.02,24,Home,761,11.0,0.444,7,0,AAA,0.0243,0.45,392.78,2875.84,5392.2,0
LN03594,73,112409.65,272007.14,72,Debt Consolidation,687,0.5,2.42,10,0,A,0.0809,0.45,9905.77,21760.57,40801.07,0
LN03595,54,82445.05,178421.83,12,Home,688,4.7,2.164,3,2,BBB,0.1258,0.45,10103.88,14273.75,26763.27,0
LN03596,45,85649.73,45895.61,12,Home,683,7.0,0.536,3,0,A,0.0447,0.45,924.09,3671.65,6884.34,0
LN03597,63,83765.56,211200.34,36,Personal,660,0.2,2.521,10,0,BBB,0.119,0.45,11311.21,16896.03,31680.05,0
LN03598,73,48113.23,36301.49,60,Home,730,9.3,0.755,8,0,AA,0.0212,0.45,346.05,2904.12,5445.22,0
LN03599,55,121766.89,107874.34,60,Personal,545,5.2,0.886,10,0,B,0.2088,0.45,10133.94,8629.95,16181.15,0
LN03600,41,219820.79,590875.46,24,Auto,669,12.6,2.688,8,1,BBB,0.1034,0.45,27494.24,47270.04,88631.32,0
LN03601,72,169935.45,361471.37,24,Business,782,4.2,2.127,3,0,A,0.0276,0.45,4489.89,28917.71,54220.71,0
LN03602,58,110973.85,54870.87,36,Business,685,4.9,0.494,6,0,A,0.0403,0.45,995.54,4389.67,8230.63,0
LN03603,30,232164.1,412298.14,48,Auto,745,0.1,1.776,10,0,AA,0.066,0.45,12246.06,32983.85,61844.72,0
LN03604,71,70069.4,99127.86,60,Business,777,1.8,1.415,11,1,A,0.0551,0.45,2456.31,7930.23,14869.18,0
LN03605,66,72462.31,40246.31,48,Debt Consolidation,538,18.8,0.555,9,2,CCC,0.2897,0.45,5246.57,3219.7,6036.95,0
LN03606,72,92993.36,206209.09,12,Personal,728,11.2,2.217,6,1,A,0.051,0.45,4729.77,16496.73,30931.36,0
LN03607,43,55034.49,23717.12,24,Business,680,7.4,0.431,6,0,A,0.0488,0.45,521.22,1897.37,3557.57,0
LN03608,59,145440.91,378023.29,60,Debt Consolidation,701,19.2,2.599,6,0,BBB,0.0542,0.45,9224.63,30241.86,56703.49,0
LN03609,38,126192.79,261721.17,12,Education,640,5.7,2.074,7,0,BBB,0.0732,0.45,8623.37,20937.69,39258.18,0
LN03610,74,129355.97,61385.43,12,Auto,798,0.2,0.475,7,0,AAA,0.0662,0.45,1828.54,4910.83,9207.81,0
LN03611,49,216176.3,498191.5,72,Personal,677,2.8,2.305,9,0,BBB,0.0442,0.45,9904.93,39855.32,74728.72,0
LN03612,34,113589.37,57099.75,24,Personal,569,1.8,0.503,10,0,B,0.2063,0.45,5301.91,4567.98,8564.96,1
LN03613,39,75620.82,121107.16,36,Personal,656,3.9,1.602,4,0,BBB,0.0755,0.45,4113.18,9688.57,18166.07,1
LN03614,51,28638.07,33656.45,60,Auto,646,3.6,1.175,10,0,BBB,0.0754,0.45,1141.77,2692.52,5048.47,0
LN03615,25,79868.66,26093.75,12,Debt Consolidation,749,1.1,0.327,3,0,AA,0.0267,0.45,313.9,2087.5,3914.06,0
LN03616,47,116484.09,92211.78,24,Education,736,4.1,0.792,10,0,AA,0.021,0.45,870.12,7376.94,13831.77,0
LN03617,37,216480.58,434195.66,72,Personal,683,6.0,2.006,8,0,A,0.0487,0.45,9521.48,34735.65,65129.35,0
LN03618,48,75474.69,74926.6,36,Home,773,1.1,0.993,9,0,AAA,0.0219,0.45,737.87,5994.13,11238.99,0
LN03619,67,69087.22,164724.97,12,Personal,712,1.8,2.384,5,0,A,0.0217,0.45,1606.61,13178.0,24708.75,0
LN03620,32,56996.88,157240.54,72,Auto,739,14.1,2.759,8,0,BBB,0.0585,0.45,4142.24,12579.24,23586.08,0
LN03621,58,37977.12,19442.81,24,Business,640,14.9,0.512,7,1,BBB,0.1011,0.45,884.49,1555.42,2916.42,0
LN03622,54,65337.88,62016.31,12,Debt Consolidation,624,1.8,0.949,7,0,BB,0.0777,0.45,2167.02,4961.3,9302.45,0
LN03623,58,92908.89,45108.79,36,Auto,686,12.3,0.486,8,0,A,0.0485,0.45,985.17,3608.7,6766.32,0
LN03624,43,76404.21,115741.46,24,Auto,720,0.4,1.515,9,0,AA,0.0654,0.45,3408.29,9259.32,17361.22,0
LN03625,52,41354.92,35464.25,72,Home,690,39.5,0.858,8,0,A,0.0459,0.45,732.72,2837.14,5319.64,0
LN03626,42,84101.99,144570.49,12,Home,773,9.4,1.719,8,0,AA,0.0213,0.45,1383.93,11565.64,21685.57,0
LN03627,45,54231.76,113878.85,60,Debt Consolidation,798,3.0,2.1,8,0,A,0.0285,0.45,1458.7,9110.31,17081.83,0
LN03628,32,111662.64,51276.45,60,Personal,687,9.6,0.459,5,0,A,0.0421,0.45,970.83,4102.12,7691.47,0
LN03629,25,50149.99,117797.31,72,Personal,669,5.2,2.349,6,0,BBB,0.0492,0.45,2609.94,9423.78,17669.6,0
LN03630,45,44488.31,120992.13,24,Education,673,4.7,2.72,4,0,BBB,0.0779,0.45,4240.34,9679.37,18148.82,0
LN03631,69,89276.98,182899.08,60,Education,638,11.4,2.049,4,1,BB,0.1042,0.45,8572.66,14631.93,27434.86,0
LN03632,31,79617.69,39575.45,48,Personal,644,12.9,0.497,2,0,BBB,0.0726,0.45,1292.81,3166.04,5936.32,0
LN03633,35,98097.87,138043.37,12,Education,777,4.0,1.407,2,1,A,0.0561,0.45,3485.06,11043.47,20706.51,0
LN03634,47,51096.42,69932.07,48,Education,726,4.2,1.369,2,0,AA,0.0266,0.45,838.27,5594.57,10489.81,1
LN03635,50,65834.22,160416.55,36,Business,772,6.7,2.437,5,0,A,0.0273,0.45,1969.33,12833.32,24062.48,0
LN03636,71,43463.66,99232.19,60,Home,692,4.6,2.283,11,2,BBB,0.1236,0.45,5520.85,7938.58,14884.83,0
LN03637,53,158627.57,104083.0,12,Home,673,8.2,0.656,11,0,BBB,0.0438,0.45,2049.81,8326.64,15612.45,1
LN03638,64,40889.23,17510.98,24,Auto,776,9.7,0.428,5,0,AAA,0.0227,0.45,179.26,1400.88,2626.65,0
LN03639,50,40948.12,95366.72,12,Personal,834,14.4,2.329,2,2,BBB,0.1059,0.45,4542.82,7629.34,14305.01,0
LN03640,52,50398.35,83525.37,60,Business,625,4.3,1.657,2,0,BB,0.0703,0.45,2644.2,6682.03,12528.81,0
LN03641,51,70122.82,139590.67,36,Debt Consolidation,850,2.9,1.991,8,0,AA,0.028,0.45,1756.55,11167.25,20938.6,0
LN03642,34,73666.49,162507.31,24,Education,693,4.3,2.206,5,0,A,0.0452,0.45,3302.09,13000.58,24376.1,0
LN03643,53,66128.47,170745.76,12,Business,744,5.0,2.582,9,0,BBB,0.0516,0.45,3962.31,13659.66,25611.86,0
LN03644,42,47403.33,61394.78,60,Auto,850,9.1,1.295,3,0,AAA,0.0263,0.45,727.3,4911.58,9209.22,0
LN03645,53,85548.21,225254.32,72,Auto,850,4.0,2.633,7,0,BBB,0.0543,0.45,5508.05,18020.35,33788.15,0
LN03646,27,39980.02,83515.83,72,Education,721,8.9,2.089,8,2,BBB,0.1007,0.45,3783.21,6681.27,12527.37,0
LN03647,52,96517.33,54899.87,72,Personal,753,4.1,0.569,10,0,AAA,0.0281,0.45,694.79,4391.99,8234.98,0
LN03648,41,75565.23,125930.33,60,Auto,762,11.2,1.667,2,0,AA,0.0285,0.45,1614.86,10074.43,18889.55,0
LN03649,27,122381.95,240864.18,12,Home,732,6.3,1.968,7,0,AA,0.0277,0.45,3002.03,19269.13,36129.63,0
LN03650,41,63364.98,138604.04,72,Auto,728,4.8,2.187,2,2,BBB,0.1083,0.45,6754.05,11088.32,20790.61,0
LN03651,44,128501.7,258492.98,60,Personal,751,31.2,2.012,5,0,A,0.0265,0.45,3079.07,20679.44,38773.95,0
LN03652,69,34834.31,53777.94,48,Debt Consolidation,604,6.5,1.544,11,0,BB,0.1257,0.45,3042.04,4302.24,8066.69,0
LN03653,37,40799.59,39078.67,48,Education,783,15.3,0.958,8,1,A,0.0504,0.45,887.1,3126.29,5861.8,0
LN03654,63,45450.2,32121.68,36,Home,803,26.0,0.707,9,1,A,0.0537,0.45,776.58,2569.73,4818.25,0
LN03655,37,53312.6,91802.75,36,Education,761,9.6,1.722,2,0,AA,0.0209,0.45,863.12,7344.22,13770.41,0
LN03656,50,49327.42,20287.33,36,Personal,754,6.3,0.411,3,2,BBB,0.1033,0.45,942.65,1622.99,3043.1,0
LN03657,61,57975.72,123621.49,48,Education,737,0.7,2.132,3,1,A,0.0949,0.45,5281.25,9889.72,18543.22,0
LN03658,33,76934.23,63459.58,12,Home,685,14.1,0.825,8,0,A,0.0418,0.45,1194.89,5076.77,9518.94,0
LN03659,53,48440.44,47547.43,24,Home,590,29.2,0.982,2,1,B,0.1545,0.45,3306.64,3803.79,7132.11,0
LN03660,22,78272.43,213231.38,48,Personal,641,7.0,2.724,3,0,BBB,0.1016,0.45,9745.44,17058.51,31984.71,0
LN03661,38,114088.11,106155.62,72,Education,762,0.2,0.93,6,0,AAA,0.0688,0.45,3285.49,8492.45,15923.34,0
LN03662,39,200738.0,342192.83,60,Home,631,42.0,1.705,2,0,BB,0.075,0.45,11543.82,27375.43,51328.92,0
LN03663,37,49958.44,81430.58,12,Debt Consolidation,699,5.6,1.63,3,0,A,0.0456,0.45,1669.27,6514.45,12214.59,0
LN03664,57,70953.72,146649.57,60,Education,700,23.8,2.067,10,0,A,0.0203,0.45,1339.46,11731.97,21997.44,0
LN03665,71,85658.41,180649.92,12,Debt Consolidation,699,7.7,2.109,3,0,A,0.0491,0.45,3994.71,14451.99,27097.49,1
LN03666,45,117911.73,232103.89,72,Home,850,26.5,1.968,8,0,AA,0.0242,0.45,2526.17,18568.31,34815.58,0
LN03667,63,67616.87,108170.72,36,Home,738,10.4,1.6,11,0,AA,0.0213,0.45,1038.65,8653.66,16225.61,0
LN03668,44,65046.94,82107.32,24,Business,653,1.9,1.262,9,0,BBB,0.0736,0.45,2720.37,6568.59,12316.1,0
LN03669,51,70692.76,102584.74,24,Auto,850,14.0,1.451,8,2,BBB,0.1029,0.45,4751.4,8206.78,15387.71,1
LN03670,72,30561.74,31627.48,48,Home,669,32.9,1.035,4,0,BBB,0.0474,0.45,674.66,2530.2,4744.12,0
LN03671,29,172714.09,307443.48,48,Education,744,1.7,1.78,7,0,AA,0.024,0.45,3319.01,24595.48,46116.52,0
LN03672,24,78634.02,129157.73,72,Debt Consolidation,708,20.6,1.643,9,0,A,0.0272,0.45,1582.24,10332.62,19373.66,0
LN03673,67,46894.21,66518.23,48,Auto,779,0.3,1.418,9,0,AAA,0.0688,0.45,2059.67,5321.46,9977.73,0
LN03674,52,259696.88,337657.76,24,Debt Consolidation,683,13.7,1.3,8,0,A,0.0465,0.45,7066.08,27012.62,50648.66,0
LN03675,57,88895.05,159353.61,24,Home,819,1.0,1.793,11,0,AA,0.0298,0.45,2134.46,12748.29,23903.04,0
LN03676,57,102010.0,138494.88,72,Home,798,9.1,1.358,5,2,BBB,0.1088,0.45,6779.92,11079.59,20774.23,0
LN03677,41,98795.83,224524.37,72,Education,775,4.2,2.273,8,0,A,0.0278,0.45,2804.75,17961.95,33678.66,0
LN03678,57,42933.01,94327.12,48,Debt Consolidation,648,4.2,2.197,3,0,BBB,0.0715,0.45,3035.41,7546.17,14149.07,0
LN03679,24,68967.61,147694.92,48,Auto,662,8.7,2.142,2,2,BBB,0.1235,0.45,8208.13,11815.59,22154.24,0
LN03680,39,123857.66,194069.74,48,Debt Consolidation,536,14.1,1.567,10,0,CCC,0.2093,0.45,18278.28,15525.58,29110.46,1
LN03681,37,42664.82,34079.73,48,Business,829,8.9,0.799,2,0,AAA,0.0278,0.45,425.58,2726.38,5111.96,1
LN03682,25,133696.11,101703.99,60,Debt Consolidation,697,7.3,0.761,3,2,BBB,0.1288,0.45,5893.07,8136.32,15255.6,1
LN03683,26,199969.4,160871.34,72,Auto,646,7.4,0.804,8,0,BBB,0.0761,0.45,5507.59,12869.71,24130.7,0
LN03684,46,62982.42,79622.8,60,Education,731,4.8,1.264,2,0,AA,0.0253,0.45,907.16,6369.82,11943.42,0
LN03685,53,76933.26,80688.94,48,Auto,677,0.8,1.049,9,2,BBB,0.1618,0.45,5876.49,6455.12,12103.34,0
LN03686,68,91091.78,206925.87,36,Business,727,8.7,2.272,7,0,A,0.0242,0.45,2256.05,16554.07,31038.88,0
LN03687,38,148220.19,64523.81,12,Personal,658,3.4,0.435,3,0,BBB,0.072,0.45,2090.64,5161.9,9678.57,0
LN03688,60,57808.16,37953.86,12,Personal,744,0.6,0.657,3,0,AA,0.07,0.45,1195.5,3036.31,5693.08,0
LN03689,53,63849.8,75986.76,36,Debt Consolidation,725,5.2,1.19,11,0,AA,0.0287,0.45,981.73,6078.94,11398.01,0
LN03690,73,110854.7,226740.31,36,Personal,630,13.6,2.045,9,0,BB,0.0748,0.45,7629.6,18139.22,34011.05,0
LN03691,33,58679.19,94943.8,48,Education,786,0.7,1.618,7,0,AA,0.0632,0.45,2701.14,7595.5,14241.57,0
LN03692,54,106067.81,278516.97,60,Personal,689,7.7,2.626,6,1,BBB,0.1077,0.45,13501.9,22281.36,41777.55,0
LN03693,28,111253.34,191586.56,48,Personal,646,8.3,1.722,11,0,BBB,0.0707,0.45,6099.13,15326.92,28737.98,0
LN03694,21,46388.38,74208.54,24,Debt Consolidation,649,8.5,1.6,6,1,BBB,0.109,0.45,3640.12,5936.68,11131.28,0
LN03695,22,34417.74,51944.35,12,Auto,772,4.5,1.509,10,1,A,0.0512,0.45,1197.9,4155.55,7791.65,0
LN03696,55,94191.73,35529.6,12,Business,778,20.4,0.377,6,0,AAA,0.0286,0.45,457.74,2842.37,5329.44,0
LN03697,21,31656.62,52308.24,60,Home,759,0.4,1.652,7,2,BBB,0.1492,0.45,3512.85,4184.66,7846.24,1
LN03698,25,88922.25,99170.37,24,Business,744,2.1,1.115,8,0,AA,0.0236,0.45,1052.48,7933.63,14875.56,0
LN03699,73,50139.34,133235.09,24,Education,679,3.4,2.657,8,0,BBB,0.0738,0.45,4426.64,10658.81,19985.26,0
LN03700,50,53236.37,123688.53,72,Home,652,7.8,2.323,11,0,BBB,0.0708,0.45,3943.19,9895.08,18553.28,1
LN03701,32,139234.97,328549.57,36,Debt Consolidation,687,3.3,2.36,4,0,A,0.0469,0.45,6931.61,26283.97,49282.44,0
LN03702,42,92828.33,34273.39,72,Debt Consolidation,769,20.0,0.369,10,0,AAA,0.0221,0.45,341.03,2741.87,5141.01,0
LN03703,33,54811.64,40441.66,24,Personal,706,5.0,0.738,11,0,A,0.0255,0.45,464.38,3235.33,6066.25,0
LN03704,59,50665.62,139914.59,48,Debt Consolidation,628,13.0,2.762,5,0,BB,0.1022,0.45,6432.01,11193.17,20987.19,0
LN03705,57,108405.0,140233.95,12,Debt Consolidation,677,7.7,1.294,11,0,BBB,0.0418,0.45,2636.06,11218.72,21035.09,0
LN03706,46,26194.57,37294.39,36,Auto,775,4.6,1.424,8,1,A,0.0515,0.45,864.76,2983.55,5594.16,0
LN03707,40,44600.01,63777.2,12,Personal,609,13.8,1.43,2,0,BB,0.1287,0.45,3694.24,5102.18,9566.58,1
LN03708,39,69507.89,112998.37,36,Auto,658,5.4,1.626,2,1,BBB,0.1038,0.45,5277.19,9039.87,16949.76,0
LN03709,41,71910.35,50427.13,24,Debt Consolidation,673,13.7,0.701,6,0,BBB,0.0442,0.45,1003.56,4034.17,7564.07,0
LN03710,48,54760.67,125865.14,72,Business,850,14.7,2.298,2,0,A,0.0236,0.45,1338.01,10069.21,18879.77,0
LN03711,32,106283.7,110562.24,12,Debt Consolidation,848,9.9,1.04,8,0,AAA,0.0244,0.45,1215.51,8844.98,16584.34,0
LN03712,67,84654.74,146708.95,60,Auto,649,7.7,1.733,5,2,BBB,0.155,0.45,10232.1,11736.72,22006.34,0
LN03713,67,66409.25,145053.34,36,Business,667,4.2,2.184,10,1,BBB,0.0798,0.45,5208.56,11604.27,21758.0,0
LN03714,55,85039.95,193761.06,60,Education,686,5.8,2.278,7,1,A,0.0741,0.45,6459.02,15500.88,29064.16,0
LN03715,67,103422.18,287582.73,24,Education,782,6.6,2.781,2,0,BBB,0.0514,0.45,6656.76,23006.62,43137.41,0
LN03716,27,66032.9,126400.6,12,Auto,651,19.6,1.914,8,0,BBB,0.0762,0.45,4332.14,10112.05,18960.09,0
LN03717,59,50227.18,22818.29,36,Business,720,14.0,0.454,11,0,AA,0.0266,0.45,273.61,1825.46,3422.74,0
LN03718,70,89693.83,216136.19,48,Personal,741,6.3,2.41,5,0,A,0.0268,0.45,2608.14,17290.9,32420.43,0
LN03719,66,58665.17,151762.66,48,Business,786,6.6,2.587,3,2,BBB,0.1399,0.45,9552.47,12141.01,22764.4,1
LN03720,34,46916.75,51800.8,36,Personal,820,12.3,1.104,5,0,AAA,0.0279,0.45,649.74,4144.06,7770.12,0
LN03721,69,47588.74,43046.59,72,Auto,593,37.7,0.905,3,0,B,0.1226,0.45,2375.8,3443.73,6456.99,0
LN03722,61,133542.08,189747.69,12,Personal,764,0.7,1.421,5,0,AAA,0.0647,0.45,5524.17,15179.82,28462.15,0
LN03723,68,89386.13,178353.22,12,Personal,692,3.0,1.995,4,0,A,0.0467,0.45,3747.71,14268.26,26752.98,0
LN03724,69,34687.74,51373.22,12,Personal,582,4.2,1.481,8,2,B,0.202,0.45,4670.18,4109.86,7705.98,0
LN03725,34,108464.98,166431.58,36,Education,809,2.9,1.534,8,0,AA,0.0284,0.45,2129.85,13314.53,24964.74,0
